date,AAPL,MSFT,JPM,BAC,XOM,CVX,KO,PEP,JNJ,PFE,WMT,TGT
2016-02-08,95.01,49.41,56.54,12.27,81.16,85.99,42.65,97.52,102.0,28.56,66.9,70.0
2016-02-09,94.99,49.28,56.2,12.2,80.08,82.92,43.3,98.28,101.97,29.1,65.81,69.86
2016-02-10,94.27,49.71,55.52,11.98,79.35,83.04,42.55,97.62,101.73,29.49,65.79,68.76
2016-02-11,93.7,49.69,53.07,11.16,79.6,82.99,42.41,96.9,101.7,29.13,65.32,68.05
2016-02-12,93.99,50.5,57.49,11.95,81.03,85.43,43.11,98.49,101.82,29.36,66.18,69.95
2016-02-16,96.64,51.09,58.35,12.25,81.22,84.81,43.36,98.6,102.32,29.81,65.9,71.5
2016-02-17,98.12,52.42,58.77,12.56,82.0,88.31,43.49,99.55,102.5,29.63,66.11,72.1
2016-02-18,96.26,52.19,57.81,12.24,82.45,86.73,43.61,99.62,104.24,29.55,64.12,72.53
2016-02-19,96.04,51.82,57.82,12.13,82.5,86.5,43.77,99.58,104.16,29.49,64.66,72.32
2016-02-22,96.88,52.65,58.57,12.54,82.39,88.82,43.94,99.87,104.75,30.05,65.63,72.47
2016-02-23,94.69,51.18,56.12,12.16,81.23,84.91,43.69,99.54,104.08,29.96,66.48,73.99
2016-02-24,96.1,51.36,56.14,12.13,81.52,85.27,43.91,99.68,104.96,30.02,67.12,76.94
2016-02-25,96.76,52.1,57.01,12.32,82.01,85.3,44.16,100.67,106.38,30.59,68.04,78.67
2016-02-26,96.91,51.3,57.54,12.7,81.75,84.35,43.14,98.36,105.78,30.23,66.51,78.43
2016-02-29,96.69,50.88,56.3,12.52,80.15,83.44,43.13,97.82,105.21,29.67,66.34,78.45
2016-03-01,100.53,52.58,59.2,13.19,81.28,86.13,43.69,99.09,107.22,30.04,66.46,80.96
2016-03-02,100.75,52.95,59.76,13.41,82.7,87.14,43.77,98.33,107.04,29.98,66.21,81.1
2016-03-03,101.5,52.35,59.96,13.5,82.4,87.53,43.96,99.16,106.65,29.89,66.14,79.71
2016-03-04,103.01,52.03,60.05,13.54,82.29,87.93,44.11,100.0,106.5,29.71,66.78,81.13
2016-03-07,101.87,51.03,59.94,13.53,84.46,90.67,44.01,99.25,106.74,29.79,67.89,80.82
2016-03-08,101.03,51.65,58.78,13.06,82.63,88.74,44.32,99.74,106.22,29.36,68.04,80.53
2016-03-09,101.12,52.84,59.12,13.14,82.4,92.82,44.81,100.2,106.84,29.74,67.53,81.21
2016-03-10,101.17,52.05,58.61,13.27,82.18,93.94,45.23,100.78,107.14,29.59,67.41,81.5
2016-03-11,102.26,53.07,59.34,13.79,82.19,94.58,45.2,101.31,107.71,30.5,67.17,81.87
2016-03-14,102.52,53.17,59.12,13.64,82.41,94.26,45.29,100.65,107.66,30.1,67.36,81.77
2016-03-15,104.58,53.59,59.2,13.57,82.82,94.27,45.24,101.15,107.76,29.54,68.09,81.65
2016-03-16,105.97,54.35,58.92,13.31,82.87,95.4,45.05,100.83,107.41,29.04,67.99,82.39
2016-03-17,105.8,54.66,58.75,13.4,84.1,96.89,45.77,101.87,106.74,29.34,67.45,83.02
2016-03-18,105.92,53.49,60.48,13.79,84.2,97.69,45.6,101.29,107.5,29.45,66.95,82.71
2016-03-21,105.91,53.86,60.46,13.84,83.62,96.44,45.67,101.54,107.28,30.07,67.97,82.2
2016-03-22,106.72,54.07,60.24,13.76,84.12,95.5,45.5,100.77,107.38,30.38,67.87,81.7
2016-03-23,106.13,53.97,59.94,13.62,83.75,93.59,45.46,100.81,108.5,30.19,67.46,81.5
2016-03-24,105.67,54.21,59.48,13.68,83.98,94.85,45.58,100.68,108.31,30.08,68.0,82.04
2016-03-28,105.19,53.54,59.4,13.62,84.22,94.68,45.8,100.98,108.23,29.78,68.12,82.8
2016-03-29,107.68,54.71,59.03,13.42,84.53,95.32,46.48,101.37,109.14,30.05,68.03,82.97
2016-03-30,109.56,55.05,59.71,13.48,84.52,95.25,46.58,102.69,108.98,30.07,68.8,83.6
2016-03-31,108.99,55.23,59.22,13.52,83.59,95.4,46.39,102.48,108.2,29.64,68.49,82.28
2016-04-01,109.99,55.57,59.88,13.56,82.96,94.26,46.83,103.78,109.19,30.04,69.06,82.76
2016-04-04,111.12,55.43,59.2,13.51,83.16,93.43,46.89,103.82,108.59,30.72,69.1,82.3
2016-04-05,109.81,54.56,58.36,13.19,82.21,92.67,46.53,103.1,108.95,31.36,68.64,82.1
2016-04-06,110.96,55.12,58.81,13.27,83.31,94.84,46.71,103.92,109.42,32.93,69.04,82.17
2016-04-07,108.54,54.46,57.32,12.85,82.37,94.79,46.36,103.6,109.27,32.76,68.22,81.57
2016-04-08,108.66,54.42,57.74,12.88,83.21,96.33,46.87,105.08,109.1,32.5,68.06,80.88
2016-04-11,109.02,54.31,58.2,12.97,83.32,95.24,46.44,104.3,108.97,31.89,67.4,79.77
2016-04-12,110.44,54.65,59.28,13.27,84.35,97.51,46.65,104.91,109.6,31.96,68.8,80.78
2016-04-13,112.04,55.35,61.79,13.79,84.83,97.6,46.04,104.12,109.87,32.54,69.15,81.56
2016-04-14,112.1,55.36,62.59,14.14,85.43,97.98,45.83,103.16,109.84,32.65,68.8,81.78
2016-04-15,109.85,55.65,61.87,14.0,84.97,97.23,46.1,103.77,110.18,32.5,69.06,82.6
2016-04-18,107.48,56.46,62.27,14.17,85.78,98.7,46.22,103.72,110.93,32.61,69.86,83.42
2016-04-19,106.91,56.39,63.32,14.45,86.21,100.5,46.6,104.32,112.68,32.89,69.77,83.98
2016-04-20,107.13,55.59,64.24,14.93,86.8,101.69,44.37,102.44,113.58,33.23,69.21,82.87
2016-04-21,105.97,55.78,63.6,14.9,86.79,101.4,43.66,100.99,113.57,33.24,68.47,82.75
2016-04-22,105.68,51.78,63.97,15.11,87.53,102.01,44.54,101.98,113.32,33.27,68.72,82.33
2016-04-25,105.08,52.11,63.6,14.96,87.33,101.51,44.71,102.8,113.51,33.21,69.47,82.6
2016-04-26,104.35,51.44,63.93,15.09,87.63,102.29,44.53,102.6,112.91,33.05,69.3,82.6
2016-04-27,97.82,50.94,64.11,15.02,88.46,103.85,44.68,102.63,112.77,33.0,69.42,83.29
2016-04-28,94.83,49.9,63.6,14.79,88.03,102.4,44.63,102.97,112.48,32.91,68.91,81.33
2016-04-29,93.74,49.87,63.2,14.56,88.4,102.18,44.8,102.96,112.08,32.71,66.87,79.5
2016-05-02,93.64,50.61,63.79,14.77,89.13,103.31,44.98,103.43,112.75,32.8,67.59,80.12
2016-05-03,95.18,49.78,62.56,14.36,88.11,101.32,44.84,103.56,112.69,33.7,67.0,79.99
2016-05-04,94.19,49.87,61.57,14.13,87.94,100.59,44.98,104.02,112.22,33.4,67.19,79.71
2016-05-05,93.24,49.94,61.24,14.05,88.04,101.42,45.06,104.21,112.88,33.57,67.21,78.13
2016-05-06,92.72,50.39,61.6,14.11,88.51,101.86,45.32,104.96,112.74,33.58,68.25,78.74
2016-05-09,92.79,50.07,61.21,13.99,88.57,100.35,45.24,105.28,113.72,33.82,68.95,79.93
2016-05-10,93.42,51.02,62.04,14.3,90.0,101.27,45.75,106.57,114.67,33.81,68.8,80.05
2016-05-11,92.51,51.05,61.81,14.2,88.81,101.14,45.46,105.72,114.37,33.16,66.41,75.7
2016-05-12,90.34,51.51,61.77,14.14,89.67,102.12,45.83,106.1,114.23,33.19,66.85,75.6
2016-05-13,90.52,51.08,61.2,13.88,88.66,100.74,45.35,104.18,113.56,33.19,64.94,73.89
2016-05-16,93.88,51.83,61.66,13.93,89.57,102.3,45.62,104.13,114.44,33.38,66.02,74.61
2016-05-17,93.49,50.51,61.66,14.01,89.53,100.75,44.75,102.37,113.83,33.03,65.1,73.61
2016-05-18,94.56,50.81,64.04,14.69,89.35,100.06,44.48,100.91,113.59,33.17,63.15,68.0
2016-05-19,94.2,50.32,63.39,14.53,90.11,99.85,44.32,101.33,112.86,33.38,69.2,67.06
2016-05-20,95.22,50.62,63.51,14.52,89.74,99.79,43.95,100.1,112.64,33.74,69.86,68.66
2016-05-23,96.43,50.03,63.46,14.47,89.6,99.38,43.97,100.42,112.16,33.67,69.5,67.93
2016-05-24,97.9,51.59,64.54,14.68,89.67,100.19,44.37,101.09,112.69,34.1,70.24,68.69
2016-05-25,99.62,52.12,65.52,14.92,90.26,101.77,44.38,101.09,113.35,34.35,70.48,69.28
2016-05-26,100.41,51.89,65.03,14.7,89.8,101.5,44.69,101.9,112.9,34.43,70.85,68.91
2016-05-27,100.35,52.32,65.43,14.88,90.01,102.02,44.78,101.96,113.06,34.61,70.75,68.9
2016-05-31,99.86,53.0,65.27,14.8,89.02,101.0,44.6,101.18,112.69,34.7,70.78,68.78
2016-06-01,98.46,52.85,65.69,14.86,89.24,101.13,44.7,101.57,112.78,34.75,70.5,68.41
2016-06-02,97.72,52.48,65.81,14.94,88.53,100.53,44.72,102.0,114.49,34.87,70.95,68.32
2016-06-03,97.92,51.79,64.64,14.42,88.37,100.66,45.04,102.53,114.76,34.69,70.87,68.65
2016-06-06,98.63,52.13,65.28,14.52,89.34,101.17,45.37,102.7,115.77,34.93,71.05,68.81
2016-06-07,99.03,52.1,65.06,14.35,90.71,103.32,45.32,102.49,115.73,34.84,71.03,68.24
2016-06-08,98.94,52.04,65.25,14.43,90.79,103.09,45.55,103.18,115.8,35.25,71.28,68.62
2016-06-09,99.65,51.62,64.75,14.19,90.67,102.81,45.76,103.66,117.0,35.31,71.09,67.69
2016-06-10,98.83,51.48,63.84,13.83,89.98,101.98,46.0,103.31,117.01,35.29,71.14,67.88
2016-06-13,97.34,50.14,63.27,13.6,90.59,102.1,45.12,103.06,116.79,34.74,70.53,66.89
2016-06-14,97.46,49.83,62.08,13.26,90.43,101.28,45.04,103.23,117.12,34.99,70.95,66.74
2016-06-15,97.14,49.69,61.97,13.34,90.16,100.63,45.01,102.86,116.41,34.79,71.12,67.27
2016-06-16,97.55,50.39,62.22,13.31,91.22,101.07,45.31,103.85,116.64,34.75,71.3,66.98
2016-06-17,95.33,50.13,62.28,13.4,90.72,101.57,44.79,103.41,115.48,34.22,70.95,67.5
2016-06-20,95.1,50.07,62.37,13.54,91.12,102.61,44.98,103.37,116.54,34.5,71.1,67.99
2016-06-21,95.91,51.19,62.95,13.62,91.53,103.24,45.13,104.08,116.18,34.75,71.46,68.3
2016-06-22,95.55,50.99,62.71,13.61,91.17,102.29,44.86,103.74,116.46,34.47,71.75,68.86
2016-06-23,96.1,51.91,64.05,14.04,91.8,104.44,45.08,104.44,117.38,34.59,72.1,69.78
2016-06-24,93.4,49.83,59.6,13.0,89.39,101.9,43.93,101.98,115.63,33.97,71.96,69.35
2016-06-27,92.04,48.43,57.61,12.18,88.86,100.36,43.78,102.13,116.55,33.8,71.5,69.45
2016-06-28,93.59,49.44,59.52,12.7,90.91,101.63,44.18,102.14,118.23,34.44,71.51,69.74
2016-06-29,94.4,50.54,61.2,13.19,92.46,103.42,44.44,103.12,119.33,35.01,72.46,70.0
2016-06-30,95.6,51.17,62.15,13.27,93.74,104.83,45.33,105.94,121.3,35.21,73.02,69.82
2016-07-01,95.89,51.16,61.26,13.1,93.84,104.15,45.12,105.63,121.29,35.57,72.81,70.05
2016-07-05,94.99,51.17,59.55,12.74,93.02,103.57,45.43,106.42,122.27,35.81,73.14,69.74
2016-07-06,95.53,51.38,60.19,12.86,94.09,104.58,45.27,105.92,122.64,35.86,73.82,70.51
2016-07-07,95.94,51.38,60.58,13.01,92.96,103.05,45.09,107.49,122.51,35.77,73.53,70.09
2016-07-08,96.68,52.3,61.83,13.17,93.54,104.77,45.38,108.27,122.85,36.12,73.84,71.31
2016-07-11,96.98,52.59,62.27,13.21,93.89,105.39,45.57,108.91,122.93,36.15,74.06,72.54
2016-07-12,97.42,53.21,63.2,13.54,94.95,106.78,45.58,108.79,122.92,36.24,73.27,73.52
2016-07-13,96.87,53.51,63.16,13.44,94.88,106.65,45.74,109.91,123.0,36.31,73.62,73.17
2016-07-14,98.79,53.74,64.12,13.65,94.95,106.7,45.69,109.96,123.18,36.92,73.7,73.49
2016-07-15,98.78,53.7,64.18,13.66,95.12,107.03,45.63,109.66,123.0,36.77,73.67,73.04
2016-07-18,99.83,53.96,63.96,14.11,94.82,106.09,45.63,109.21,123.14,36.64,73.84,73.96
2016-07-19,99.87,53.09,63.86,14.26,94.47,106.04,45.63,109.53,125.25,36.64,73.66,73.95
2016-07-20,99.96,55.91,63.93,14.4,93.93,105.59,45.51,108.92,125.14,36.68,73.79,74.48
2016-07-21,99.43,55.8,63.69,14.27,93.85,105.39,45.45,108.58,125.15,36.71,73.52,74.34
2016-07-22,98.66,56.57,64.04,14.38,94.01,105.66,45.83,109.19,125.03,36.74,73.55,74.92
2016-07-25,97.34,56.73,63.87,14.37,92.2,103.07,45.57,109.02,124.89,36.78,73.75,76.3
2016-07-26,96.67,56.76,64.13,14.53,91.53,102.68,44.88,108.2,125.15,36.83,73.73,76.22
2016-07-27,102.95,56.19,64.33,14.63,90.91,102.26,43.4,107.48,124.77,36.85,73.32,75.25
2016-07-28,104.34,56.21,64.1,14.68,90.2,101.79,43.65,108.13,124.46,36.67,73.24,74.79
2016-07-29,104.21,56.68,63.97,14.49,88.95,102.48,43.63,108.92,125.23,36.89,72.97,75.33
2016-08-01,106.05,56.58,63.8,14.33,85.86,99.11,43.45,108.93,125.4,37.31,73.78,75.51
2016-08-02,104.48,56.58,63.65,14.13,87.04,99.59,43.53,108.72,124.85,36.4,73.13,73.89
2016-08-03,105.79,56.97,64.66,14.48,87.49,100.61,43.64,108.04,123.9,35.29,72.94,74.1
2016-08-04,105.87,57.39,64.56,14.48,87.48,100.39,43.51,108.42,123.86,35.15,73.3,74.14
2016-08-05,107.48,57.96,66.3,15.05,87.56,100.51,43.48,108.66,124.24,35.44,73.76,74.94
2016-08-08,108.37,58.06,66.1,15.13,88.59,101.2,43.44,108.14,123.65,34.93,73.34,75.0
2016-08-09,108.81,58.2,65.87,15.19,88.71,101.32,43.47,108.28,123.43,35.08,73.55,72.61
2016-08-10,108.0,58.02,65.28,14.81,86.41,100.14,43.61,108.82,123.36,35.13,73.95,73.05
2016-08-11,107.93,58.3,65.46,14.88,86.72,101.4,43.75,108.48,123.77,35.15,73.8,74.01
2016-08-12,108.18,57.94,65.32,14.91,87.85,102.16,44.03,108.59,123.22,34.98,73.89,75.82
2016-08-15,109.48,58.12,65.72,15.02,87.81,102.77,44.24,108.72,122.31,35.11,73.32,75.53
2016-08-16,109.38,57.44,65.71,15.17,87.92,102.63,43.83,108.0,120.33,34.79,72.89,75.48
2016-08-17,109.22,57.56,65.89,15.15,88.11,102.22,44.06,108.47,121.31,35.14,72.93,70.63
2016-08-18,109.08,57.6,65.95,15.16,88.91,103.55,44.1,108.28,120.73,35.19,74.3,70.3
2016-08-19,109.36,57.62,65.86,15.22,87.8,102.32,43.92,108.17,119.92,34.98,72.81,70.12
2016-08-22,108.51,57.67,65.8,15.18,87.99,101.94,43.74,107.96,119.13,34.84,72.7,70.39
2016-08-23,108.85,57.89,65.77,15.35,87.72,101.68,43.85,107.88,119.44,35.09,71.97,71.05
2016-08-24,108.03,57.95,65.95,15.4,88.02,102.2,43.85,108.11,118.71,34.82,72.23,71.73
2016-08-25,107.57,58.17,66.07,15.53,87.46,101.89,43.67,107.88,118.57,34.77,71.22,70.81
2016-08-26,106.94,58.03,66.22,15.79,87.27,101.32,43.32,107.45,119.04,34.82,71.14,70.35
2016-08-29,106.82,58.1,66.95,15.84,87.84,102.05,43.54,107.99,119.92,35.11,71.4,71.05
2016-08-30,106.0,57.89,67.5,16.19,87.52,101.7,43.24,107.22,119.47,34.88,71.31,70.39
2016-08-31,106.1,57.46,67.5,16.14,87.14,100.58,43.43,106.75,119.34,34.8,71.44,70.19
2016-09-01,106.73,57.59,67.21,15.98,86.84,100.21,43.35,107.29,119.08,34.68,72.84,70.58
2016-09-02,107.73,57.67,67.49,16.0,87.42,100.93,43.66,107.87,119.32,34.77,72.5,70.81
2016-09-06,107.7,57.61,67.44,15.78,88.57,102.43,43.79,107.92,119.75,34.77,73.0,70.1
2016-09-07,108.36,57.66,67.16,15.7,88.24,102.88,43.64,107.21,119.61,34.84,72.06,70.3
2016-09-08,105.52,57.43,67.25,15.86,89.05,104.12,43.63,106.88,119.47,34.72,71.83,69.46
2016-09-09,103.13,56.21,66.65,15.74,86.84,101.27,42.27,104.05,118.23,34.1,70.3,69.0
2016-09-12,105.44,57.05,67.06,15.9,87.29,102.25,43.19,106.02,119.16,34.65,71.94,69.3
2016-09-13,107.95,56.53,66.53,15.72,85.21,99.43,42.28,104.59,117.61,34.04,71.46,68.94
2016-09-14,111.77,56.26,66.4,15.63,84.6,98.42,42.11,105.05,117.86,33.94,71.52,68.2
2016-09-15,115.57,57.19,66.64,15.67,85.08,99.5,42.36,105.48,118.63,34.14,72.4,69.21
2016-09-16,114.92,57.25,65.82,15.49,84.03,97.84,42.14,105.28,118.25,33.94,72.87,69.23
2016-09-19,113.58,56.93,66.19,15.59,83.83,98.04,42.1,105.67,117.66,33.65,72.09,68.89
2016-09-20,113.57,56.81,66.46,15.6,82.54,97.7,42.34,106.3,117.95,33.81,71.97,68.62
2016-09-21,113.55,57.76,66.84,15.65,83.3,99.63,42.53,107.13,118.91,34.28,72.19,69.47
2016-09-22,114.62,57.82,67.39,15.6,83.54,99.98,42.96,107.82,119.46,34.15,72.27,68.56
2016-09-23,112.71,57.43,67.25,15.52,83.45,99.22,42.74,107.34,118.81,34.26,72.35,68.77
2016-09-26,112.88,56.9,65.78,15.09,83.06,98.78,42.05,107.03,117.78,33.64,71.62,67.22
2016-09-27,113.09,57.95,66.36,15.29,83.24,98.98,42.59,107.49,119.22,33.83,72.33,68.29
2016-09-28,113.95,58.03,66.71,15.38,86.9,102.15,42.15,107.38,119.39,33.99,71.79,67.82
2016-09-29,112.18,57.4,65.65,15.16,86.46,101.27,42.03,107.76,117.27,33.32,70.73,67.72
2016-09-30,113.05,57.6,66.59,15.65,87.28,102.92,42.32,108.77,118.13,33.87,72.12,68.68
2016-10-03,112.52,57.42,66.51,15.63,87.05,102.45,42.03,108.25,118.81,33.68,72.01,68.68
2016-10-04,113.0,57.24,66.6,15.8,86.25,101.27,41.84,107.1,118.82,33.72,71.75,68.65
2016-10-05,113.05,57.64,67.69,16.11,87.0,102.23,41.81,106.01,119.18,33.9,71.67,67.74
2016-10-06,113.89,57.74,67.87,16.22,87.04,102.18,41.71,106.4,118.75,33.65,69.36,68.41
2016-10-07,114.06,57.8,68.11,16.13,86.74,102.27,41.73,105.99,119.24,33.56,68.7,69.04
2016-10-10,116.05,58.04,68.64,16.3,88.44,103.98,41.73,106.22,119.8,33.61,67.98,68.86
2016-10-11,116.3,57.19,68.31,16.11,87.74,103.04,41.54,105.57,117.64,33.13,67.39,68.39
2016-10-12,117.34,57.11,68.13,16.03,87.13,102.15,41.78,106.08,117.97,33.07,67.46,67.86
2016-10-13,116.98,56.92,67.74,15.83,86.56,100.79,41.76,105.92,118.26,32.76,68.23,67.89
2016-10-14,117.63,57.42,67.52,16.0,86.54,101.08,41.67,106.83,117.56,32.66,68.45,68.11
2016-10-17,117.55,57.22,67.17,16.05,86.54,101.36,41.6,106.85,118.49,32.5,68.22,67.24
2016-10-18,117.47,57.66,67.7,16.26,86.77,101.79,41.97,106.95,115.41,32.69,68.87,67.36
2016-10-19,117.12,57.53,68.35,16.47,87.17,102.27,42.05,106.26,114.59,32.6,68.89,67.53
2016-10-20,117.06,57.25,68.26,16.56,87.21,101.87,41.93,105.87,114.87,32.54,68.73,67.71
2016-10-21,116.6,59.66,68.49,16.67,86.62,101.3,42.13,105.62,113.44,32.18,68.34,68.23
2016-10-24,117.65,61.0,68.87,16.77,86.91,100.66,42.56,107.31,113.61,32.13,69.19,68.26
2016-10-25,118.25,60.99,68.8,16.72,86.72,100.77,42.54,107.23,113.96,32.28,69.36,67.95
2016-10-26,115.59,60.63,69.13,16.87,87.09,101.19,42.44,107.07,114.56,32.4,69.59,68.59
2016-10-27,114.48,60.1,69.23,16.91,86.92,99.92,42.12,106.63,115.7,32.48,69.83,67.62
2016-10-28,113.72,59.87,69.11,16.68,84.78,103.82,42.23,107.07,115.33,31.93,69.99,68.83
2016-10-31,113.54,59.92,69.26,16.5,83.32,104.75,42.4,107.2,115.99,31.71,70.02,68.73
2016-11-01,111.49,59.8,68.97,16.61,83.65,106.48,42.12,106.71,115.34,31.07,69.3,67.78
2016-11-02,111.59,59.43,68.68,16.48,83.45,105.39,42.05,106.71,114.86,30.63,69.45,68.26
2016-11-03,109.83,59.21,68.38,16.48,83.66,105.39,42.03,106.63,115.03,29.89,69.63,66.67
2016-11-04,108.84,58.71,67.76,16.55,83.57,104.78,41.69,105.81,115.11,30.0,69.16,66.53
2016-11-07,110.41,60.42,69.88,17.01,85.45,106.85,42.46,106.96,116.66,30.38,69.78,67.53
2016-11-08,111.06,60.47,70.03,17.0,85.31,107.29,42.88,108.72,117.05,30.0,69.79,67.05
2016-11-09,110.88,60.17,73.25,17.97,86.25,107.64,42.27,107.25,120.31,32.12,71.1,68.81
2016-11-10,107.79,58.7,76.65,18.76,87.05,107.79,40.94,103.25,119.54,33.49,71.39,70.54
2016-11-11,108.43,59.02,76.69,19.02,85.67,106.64,41.03,103.19,118.47,32.59,71.23,71.35
2016-11-14,105.71,58.12,79.51,20.08,85.28,106.59,41.17,101.39,116.6,32.38,70.49,72.17
2016-11-15,107.11,58.87,79.36,20.16,86.82,108.96,41.44,101.85,116.32,32.23,71.42,71.44
2016-11-16,109.99,59.65,77.4,19.75,85.75,108.35,41.26,101.71,116.36,31.96,71.39,76.03
2016-11-17,109.95,60.64,78.02,20.08,85.23,108.12,41.12,101.62,116.57,31.73,69.19,76.13
2016-11-18,110.06,60.35,77.71,20.0,85.28,109.2,40.91,101.31,115.36,31.48,68.54,76.19
2016-11-21,111.73,60.86,78.05,20.33,86.49,110.18,41.36,102.26,115.0,31.57,69.37,76.51
2016-11-22,111.8,61.12,78.53,20.3,86.68,110.62,41.37,102.89,112.74,31.33,70.12,77.87
2016-11-23,111.23,60.4,78.86,20.56,86.92,111.0,41.12,101.53,113.07,31.42,70.83,78.48
2016-11-25,111.79,60.53,78.83,20.86,87.12,111.0,41.53,102.17,114.13,31.69,71.23,78.61
2016-11-28,111.57,60.61,78.32,20.3,86.47,110.5,41.75,102.79,113.13,31.54,71.19,77.72
2016-11-29,111.46,61.09,78.92,20.29,85.9,109.34,41.15,102.54,112.48,31.92,71.37,78.41
2016-11-30,110.52,60.26,80.17,21.12,87.3,111.56,40.35,100.1,111.3,32.14,70.43,77.24
2016-12-01,109.49,59.2,81.79,21.5,87.24,113.29,40.17,99.03,111.38,31.46,70.67,77.82
2016-12-02,109.9,59.25,81.6,21.23,87.04,113.0,40.36,100.6,111.96,31.63,70.88,77.94
2016-12-05,109.11,60.22,83.26,21.84,87.48,113.25,40.62,100.71,111.94,31.59,69.94,76.98
2016-12-06,109.95,59.95,83.69,22.16,87.56,112.76,40.57,101.55,112.06,31.56,70.36,76.77
2016-12-07,111.03,61.37,84.07,22.57,88.07,114.44,41.29,102.81,111.1,31.19,70.6,76.97
2016-12-08,112.12,61.01,85.12,22.95,88.32,115.17,40.98,102.15,110.99,30.94,70.34,77.84
2016-12-09,113.95,61.97,85.49,23.09,89.0,115.81,42.0,103.57,112.26,31.7,70.08,77.39
2016-12-12,113.3,62.17,84.73,22.61,90.98,117.15,41.9,104.72,115.36,32.4,71.67,76.74
2016-12-13,115.19,62.98,84.76,22.61,92.58,117.42,41.76,105.63,115.89,32.83,71.8,77.67
2016-12-14,115.19,62.68,84.73,22.67,90.58,115.96,41.21,104.47,114.99,32.82,71.34,77.19
2016-12-15,115.82,62.58,86.0,23.16,90.89,117.05,41.55,105.3,115.89,32.75,71.08,76.98
2016-12-16,115.97,62.3,84.94,22.66,91.18,118.08,41.74,105.87,115.88,32.84,70.98,76.75
2016-12-19,116.64,63.62,85.43,22.48,90.42,117.65,41.67,105.41,116.02,32.83,71.58,77.04
2016-12-20,116.95,63.54,86.53,22.71,90.43,117.95,41.66,104.9,115.66,32.85,71.82,77.65
2016-12-21,117.06,63.54,86.75,22.63,90.28,117.91,41.57,104.7,115.31,32.4,71.24,77.13
2016-12-22,116.29,63.55,86.89,22.54,90.87,118.77,41.55,105.35,115.44,32.34,69.59,73.74
2016-12-23,116.52,63.24,87.05,22.6,90.71,118.42,41.6,105.09,115.96,32.48,69.54,73.5
2016-12-27,117.26,63.28,87.13,22.61,90.75,118.22,41.61,105.13,115.91,32.53,69.7,73.7
2016-12-28,116.76,62.99,86.5,22.33,90.3,117.91,41.39,104.62,115.1,32.35,69.31,72.83
2016-12-29,116.73,62.9,85.89,22.0,90.35,117.82,41.6,104.99,115.49,32.49,69.26,72.62
2016-12-30,115.82,62.14,86.29,22.1,90.26,117.7,41.46,104.63,115.21,32.48,69.12,72.23
2017-01-03,116.15,62.58,87.23,22.53,90.89,117.85,41.8,104.65,115.84,33.0,68.66,72.75
2017-01-04,116.02,62.3,86.91,22.95,89.89,117.82,41.65,104.85,115.65,33.29,69.06,73.81
